TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
g_g003394,13,교통비,0,시내/마을버스,N,2,,,,,5800,
g_g003394,4,교통비,0,택시,N,2,,,,,7500,
g_g003394,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,16800,
g_g003398,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,55000,
g_g003398,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,15000,
g_g003399,12,교통비,0,시외/고속버스,N,3,,,,,21800,
g_g003399,4,교통비,0,택시,N,3,,,,,4400,
g_g003399,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,22500,
g_g003403,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
g_g003403,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10800,
g_g003408,4,교통비,0,택시,N,2,,,,,20000,
g_g003408,5,교통비,0,지하철,N,2,,,,,5000,
g_g003418,12,교통비,0,시외/고속버스,N,2,,,,,11400,
g_g003418,4,교통비,0,택시,N,2,,,,,17720,
g_g003420,4,교통비,1,택시,N,3,4108102000,광용운수(자),2023-07-06 16:40,1,5300,택시비
g_g003420,50,교통비,0,버스 + 지하철,N,3,,,,,8000,
g_g003420,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,159800,
g_g003422,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,70000,
g_g003422,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,17000,
g_g003429,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g003429,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,11800,
g_g003444,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,47000,
g_g003444,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,12200,
g_g003453,4,교통비,0,택시,N,1,,,,,38500,
g_g003453,5,교통비,0,지하철,N,1,,,,,5400,
g_g003455,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
g_g003459,4,교통비,1,택시,N,2,,,2023-07-02 20:25,1,11700,택시비
g_g003459,4,교통비,2,택시,N,2,,행복택시(주),2023-07-02 15:41,1,7600,택시비 
g_g003459,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-07-02 17:50,1,17600,기차표
g_g003459,7,교통비,3,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-06-28 23:55,1,16100,기차표
g_g003463,1,주유비,0,자가용(승용/승합/트럭 등등),N,6,,,,,61582,
g_g003463,1,통행료,0,자가용(승용/승합/트럭 등등),N,6,,,,,10600,
g_g003464,5,교통비,0,지하철,N,3,,,,,3300,
g_g003464,8,교통비,0,새마을/무궁화열차,N,3,,,,,55200,
g_g003467,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003468,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
g_g003468,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,14400,
g_g003474,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,81180,
g_g003474,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,40000,
g_g003474,2,주차비,0,렌터카(승용/승합/버스 등등),N,2,,,,,6000,
g_g003474,5,교통비,0,지하철,N,2,,,,,2500,
g_g003474,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,36600,
g_g003480,50,교통비,0,버스 + 지하철,N,1,,,,,12750,
g_g003480,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,26300,
g_g003480,8,교통비,0,새마을/무궁화열차,N,1,,,,,17600,
g_g003485,5,교통비,0,지하철,N,6,,,,,1250,
g_g003485,8,교통비,1,새마을/무궁화열차,Y,6,3148210024,한국철도공사 ,2023-06-24 20:05,3,400,기차표
g_g003485,8,교통비,2,새마을/무궁화열차,Y,6,3148210024,한국철도공사,2023-06-26 00:00,1,5700,기차표
g_g003491,4,교통비,1,택시,N,1,7402401160,,2023-07-01 19:42,1,4800,택시비
g_g003491,4,교통비,2,택시,N,1,4178102879,(유)대성교통,2023-07-02 13:20,1,4700,택시비
g_g003491,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-06-27 16:15,1,28900,기차표
g_g003492,4,교통비,1,택시,N,2,4168184558,(유)우리택시,2023-07-27 17:00,1,4800,택시비 
g_g003492,5,교통비,0,지하철,N,2,,,,,2650,
g_g003492,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-07-27 17:12,1,2600,기차표
g_g003492,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-07-28 12:24,3,47200,기차표
g_g003495,4,교통비,0,택시,N,1,,,,,11600,
g_g003495,5,교통비,0,지하철,N,1,,,,,4650,
g_g003497,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g003497,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,400,
g_g003497,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,2800,
g_g003499,4,교통비,1,택시,N,2,1048183559,주식회사 티머니,2023-07-15 14:10,1,12000,택시비 
g_g003499,5,교통비,0,지하철,N,2,,,,,4000,
g_g003499,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,40000,
g_g003511,4,교통비,0,택시,N,2,,,,,10000,
g_g003511,50,교통비,0,버스 + 지하철,N,2,,,,,10800,
g_g003512,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,74579,
g_g003512,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,31500,
g_g003515,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g003516,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,7200,
g_g003525,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g003526,16,교통비,0,기타,N,2,,,,,8425,
g_g003526,4,교통비,1,택시,N,2,8668601801,독립택시 협동조합,2023-07-01 18:59,1,5400,택시비 
g_g003526,50,교통비,0,버스 + 지하철,N,2,,,,,38700,
g_g003535,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g003535,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
g_g003544,13,교통비,0,시내/마을버스,N,2,,,,,10400,
g_g003544,8,교통비,0,새마을/무궁화열차,N,2,,,,,16200,
g_g003554,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g003554,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,13800,
g_g003555,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1200,
g_g003555,13,교통비,0,시내/마을버스,N,2,,,,,5300,
g_g003555,4,교통비,1,택시,N,2,1298638970,카카오법인택시,2023-07-15 05:30,1,16600,택시비 
g_g003555,7,교통비,1,KTX/SRT(고속열차),Y,2,1138690097,(주)이네이블,2023-06-28 01:04,1,24500,기차표
g_g003555,7,교통비,2,KTX/SRT(고속열차),Y,2,1138690097,(주)이네이블,2023-06-17 08:21,1,35100,기차표
g_g003556,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
g_g003556,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,23000,
g_g003559,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g003559,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,17000,
g_g003559,13,교통비,0,시내/마을버스,N,4,,,,,3750,
g_g003563,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
g_g003563,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,5400,
g_g003565,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
g_g003565,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,16900,
g_g003570,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003570,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12800,
g_g003572,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g003573,12,교통비,0,시외/고속버스,N,2,,,,,39400,
g_g003573,4,교통비,1,택시,N,2,3160137923,(자)태안운수,2023-07-03 13:20,1,3300,택시비
g_g003576,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g003576,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2500,
g_g003577,5,교통비,0,지하철,N,1,,,,,2900,
g_g003577,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사	,2023-06-28 01:30,1,52800,기차표
g_g003577,7,교통비,2,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-06-28 02:11,1,53100,기차표 
g_g003583,4,교통비,1,택시,N,2,3100710710,,2023-07-30 13:43,1,16700,택시비 
g_g003583,4,교통비,2,택시,N,2,,개인택시,2023-07-29 12:24,1,10900,택시비
g_g003583,4,교통비,3,택시,N,2,,개인택시,2023-07-30 16:19,1,4900,택시비
g_g003583,5,교통비,0,지하철,N,2,,,,,5000,
g_g003583,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-07-04 00:57,3,13700,기차표
g_g003583,8,교통비,4,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-07-20 09:55,3,9200,기차표 
g_g003586,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
g_g003589,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,31479,
g_g003589,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9900,
g_g003589,4,교통비,1,택시,N,2,4180184488,개인택시,2023-07-08 13:25,1,3300,택시비
g_g003589,4,교통비,2,택시,N,2,4188102402,(유)한일교통,2023-07-08 14:25,1,4700,택시비
g_g003599,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003599,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5400,
g_g003600,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003600,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13900,
g_g003608,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,32246,
g_g003608,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,22500,
g_g003610,4,교통비,0,택시,N,2,,,,,5100,
g_g003610,50,교통비,0,버스 + 지하철,N,2,,,,,12500,
g_g003610,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,94800,
g_g003613,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g003613,13,교통비,0,시내/마을버스,N,2,,,,,6100,
g_g003613,4,교통비,0,택시,N,2,,,,,5600,
g_g003613,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,38100,
g_g003615,12,교통비,1,시외/고속버스,N,3,,트립닷컴,2023-07-05 00:00,1,162620,버스표
g_g003615,4,교통비,1,택시,N,3,1648800355,우리택시전주협동조합,2023-07-05 18:53,1,7400,택시비
g_g003615,4,교통비,2,택시,N,3,,,2023-07-06 15:14,1,6200,택시비 
g_g003615,5,교통비,0,지하철,N,3,,,,,2500,
g_g003623,5,교통비,0,지하철,N,5,,,,,3000,
g_g003623,7,교통비,0,KTX/SRT(고속열차),N,5,,,,,37000,
g_g003624,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g003624,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,12000,
g_g003629,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,60000,
g_g003629,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,10000,
g_g003629,5,교통비,0,지하철,N,3,,,,,3000,
g_g003636,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7920,
g_g003645,12,교통비,0,시외/고속버스,N,2,,,,,86900,
g_g003645,4,교통비,1,택시,N,2,4018101628,(주)동원운수사,2023-07-23 15:05,1,3300,택시비 
g_g003645,4,교통비,2,택시,N,2,4018102419,(유)평화교통,2023-07-22 16:58,1,4300,택시비
g_g003645,4,교통비,3,택시,N,2,4010386779,개인택시,2023-07-22 17:36,1,9800,택시비
g_g003645,4,교통비,4,택시,N,2,4023082689,개인택시,2023-07-22 14:56,1,3600,택시비 
g_g003645,4,교통비,5,택시,N,2,4018106230,(유)공항택시사,2023-07-22 14:12,1,4100,택시비 
g_g003648,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2000,
g_g003648,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,12800,
g_g003652,4,교통비,1,택시,N,4,,,2023-07-15 15:44,1,13000,택시비
g_g003652,4,교통비,2,택시,N,4,,현대교통(자),2023-07-16 11:54,1,15200,택시비
g_g003652,4,교통비,3,택시,N,4,,,2023-07-16 15:41,1,15800,택시비
g_g003652,50,교통비,0,버스 + 지하철,N,4,,,,,27200,
g_g003652,7,교통비,1,KTX/SRT(고속열차),Y,4,3058631590,주식회사 에스알,2023-06-21 00:00,1,20100,기차표 
g_g003655,4,교통비,0,택시,N,3,,,,,110900,
g_g003655,50,교통비,0,버스 + 지하철,N,3,,,,,42600,
g_g003655,7,교통비,0,KTX/SRT(고속열차),N,3,,,,,118200,
g_g003661,50,교통비,0,버스 + 지하철,N,1,,,,,46726,
g_g003664,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g003664,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1400,
g_g003664,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9200,
g_g003665,1,주유비,0,자가용(승용/승합/트럭 등등),N,8,,,,,120000,
g_g003665,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
g_g003681,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g003687,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g003687,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,24800,
g_g003687,4,교통비,1,택시,N,4,3040787456,,2023-07-08 14:59,1,5600,택시비
g_g003688,16,교통비,0,기타,N,1,,,,,200,
g_g003688,50,교통비,0,버스 + 지하철,N,1,,,,,50000,
g_g003700,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003700,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6400,
g_g003701,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10200,
g_g003712,13,교통비,0,시내/마을버스,N,2,,,,,3000,
g_g003712,2,렌탈비,1,렌터카(승용/승합/버스 등등),Y,2,,,2023-07-27 00:00,1,190000,렌트비
g_g003712,4,교통비,1,택시,N,2,8668601801,독립택시 협동조합,2023-07-29 07:29,1,5300,택시비
g_g003714,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,800,
g_g003717,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g003718,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
g_g003718,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,14400,
g_g003722,4,교통비,1,택시,N,2,3058103181,세진운수(자),2023-07-22 22:02,1,7000,택시비
g_g003722,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
g_g003722,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-07-22 21:54,3,19700,기차표
g_g003722,7,교통비,3,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-07-19 21:04,3,19700,기차표
g_g003722,7,교통비,4,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-07-19 00:00,3,19700,기차표 
g_g003728,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,750,
g_g003729,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,9000,
g_g003729,11,교통비,0,관광버스,N,4,,,,,24000,
g_g003729,4,교통비,0,택시,N,4,,,,,16000,
g_g003729,7,교통비,0,KTX/SRT(고속열차),N,4,,,,,286400,
g_g003733,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,80000,
g_g003733,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,23500,
g_g003736,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1650,
g_g003738,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,55000,
g_g003738,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g003746,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g003770,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003770,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12300,
g_g003771,12,교통비,0,시외/고속버스,N,2,,,,,15500,
g_g003779,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,9000,
g_g003807,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,34338,
g_g003810,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
g_g003810,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5600,
g_g003821,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,43672,
g_g003821,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,15300,
g_g003824,12,교통비,0,시외/고속버스,N,1,,,,,34300,
g_g003824,4,교통비,1,택시,N,1,1941101315,개인택시,2023-07-13 18:16,1,5800,택시비 
g_g003839,5,교통비,0,지하철,N,1,,,,,4860,
g_g003839,8,교통비,0,새마을/무궁화열차,N,1,,,,,21600,
g_g003845,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g003845,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1000,
g_g003846,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003846,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,4500,
g_g003846,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g003847,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,90000,
g_g003847,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
g_g003852,4,교통비,1,택시,N,6,3138100905,,2023-08-05 21:48,1,12700,택시비
g_g003852,7,교통비,1,KTX/SRT(고속열차),N,6,3148210024,한국철도공사,2023-08-05 09:29,3,16800,기차표
g_g003852,7,교통비,2,KTX/SRT(고속열차),Y,6,3148210024,한국철도공사,2023-08-01 00:00,1,11300,기차표
g_g003860,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g003860,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,6000,
g_g003860,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,14600,
g_g003867,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g003867,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,14000,
g_g003869,11,교통비,1,관광버스,Y,2,3048103228,제천시티투어,2023-07-04 16:06,1,56000,제천시티투어
g_g003869,13,교통비,0,시내/마을버스,N,2,,,,,7600,
g_g003869,8,교통비,0,새마을/무궁화열차,N,2,,,,,36800,
g_g003871,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,30000,
g_g003871,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6600,
g_g003874,12,교통비,0,시외/고속버스,N,1,,,,,40050,
g_g003875,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g003875,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
g_g003875,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5500,
g_g003899,13,교통비,0,시내/마을버스,N,2,,,,,7200,
g_g003899,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사 ,2023-07-18 21:13,1,30000,기차표
g_g003899,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-07-22 18:17,1,30400,기차표
g_g003902,4,교통비,0,택시,N,2,,,,,21200,
g_g003902,50,교통비,0,버스 + 지하철,N,2,,,,,13300,
g_g003902,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,56200,
g_g003906,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g003906,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,13500,
g_g003906,13,교통비,0,시내/마을버스,N,2,,,,,10000,
g_g003917,5,교통비,0,지하철,N,1,,,,,2500,
g_g003917,8,교통비,0,새마을/무궁화열차,N,1,,,,,20400,
g_g003921,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g003921,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g003929,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6400,
g_g003940,13,교통비,0,시내/마을버스,N,1,,,,,4700,
g_g003944,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g003944,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,7500,
g_g003944,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,20000,
g_g003950,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g003950,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9000,
g_g003957,5,교통비,0,지하철,N,3,,,,,3900,
g_g003957,7,교통비,1,KTX/SRT(고속열차),N,3,3148210024,한국철도공사,2023-07-09 17:35,3,21200,기차표
g_g003957,7,교통비,2,KTX/SRT(고속열차),Y,3,3148210024,한국철도공사,2023-06-25 22:19,1,15200,기차표
g_g003959,5,교통비,0,지하철,N,2,,,,,7900,
g_g003960,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,80000,
g_g003960,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,3200,
g_g003961,4,교통비,1,택시,N,2,4010416907,개인택시,2023-07-09 11:59,1,7000,택시비
g_g003961,4,교통비,2,택시,N,2,4018100425,(합)군산택시,2023-07-10 16:40,1,5000,택시비 
g_g003961,4,교통비,3,택시,N,2,,,2023-07-10 11:25,1,4900,택시비
g_g003961,4,교통비,4,택시,N,2,4018101628,(주)동원운수사,2023-07-10 12:41,1,3600,택시비
g_g003961,5,교통비,0,지하철,N,2,,,,,1550,
g_g003961,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-06-17 11:54,3,14100,기차표
g_g003961,8,교통비,2,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-06-17 11:54,3,11500,기차표
g_g003962,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,2500,
g_g003962,12,교통비,0,시외/고속버스,N,1,,,,,6300,
g_g003965,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g003965,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,89000,
g_g003980,1,주유비,0,자가용(승용/승합/트럭 등등),N,7,,,,,50000,
g_g003980,1,통행료,0,자가용(승용/승합/트럭 등등),N,7,,,,,8000,
g_g003984,50,교통비,0,버스 + 지하철,N,1,,,,,25000,
g_g003986,4,교통비,1,택시,N,1,3062221787,개인택시,2023-07-19 16:19,1,16400,택시비
g_g003986,4,교통비,2,택시,N,1,3148100475,경신운수(주),2023-07-20 11:32,1,9700,택시비
g_g003986,50,교통비,0,버스 + 지하철,N,1,,,,,11250,
g_g003986,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-07-18 16:45,3,14000,기차표
g_g003986,7,교통비,2,KTX/SRT(고속열차),N,1,3148210024,한국철도공사,2023-07-20 12:22,3,23700,기차표 
g_g003990,4,교통비,1,택시,N,2,3013040483,,2023-07-09 13:26,1,3300,택시비
g_g003990,50,교통비,0,버스 + 지하철,N,2,,,,,28600,
g_g004004,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g004004,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
g_g004004,12,교통비,0,시외/고속버스,N,2,,,,,76400,
g_g004004,4,교통비,0,택시,N,2,,,,,4500,
g_g004025,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,85000,
g_g004025,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9800,
g_g004036,12,교통비,0,시외/고속버스,N,1,,,,,19500,
g_g004047,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
g_g004064,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
g_g004064,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2400,
g_g004065,50,교통비,0,버스 + 지하철,N,1,,,,,7500,
g_g004065,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-07-23 00:00,3,16400,기차표 
g_g004066,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,25000,
g_g004101,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,47561,
g_g004101,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,23300,
g_g004103,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,5800,
g_g004104,13,교통비,0,시내/마을버스,N,6,,,,,8000,
g_g004104,4,교통비,1,택시,N,6,4012004056,개인택시,2023-08-06 11:03,1,7600,택시비
g_g004104,4,교통비,2,택시,N,6,4018101365,(합)군산월명운수,2023-08-05 21:20,1,8400,택시비 
g_g004104,7,교통비,1,KTX/SRT(고속열차),N,6,3148210024,한국철도공사 ,2023-08-06 17:50,1,14200,기차표
g_g004104,7,교통비,2,KTX/SRT(고속열차),Y,6,3058631590,주식회사 에스알,2023-08-02 08:19,1,13000,기차표 
g_g004104,8,교통비,1,새마을/무궁화열차,N,6,3148210024,한국철도공사,2023-08-06 18:03,1,2600,기차표 
g_g004104,8,교통비,2,새마을/무궁화열차,Y,6,3148210024,한국철도공사,2023-08-02 13:59,1,4800,기차표
g_g004109,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,65000,
g_g004109,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,3000,
g_g004109,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,12000,
g_g004124,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g004124,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,10800,
g_g004138,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
g_g004138,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,1500,
g_g004138,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,13600,
g_g004139,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g004139,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,11000,
g_g004152,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g004152,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,15200,
g_g004154,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g004154,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1000,
g_g004155,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g004155,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
g_g004170,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,32927,
g_g004170,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,12900,
