TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
g_g002177,캠핑장작,1,1,8168802283,(주)우드랩,충북 진천군 백곡면 문사로 504,충북 진천군 백곡면 사송리 623-2,3245004,4375034029,2023-06-27 13:34,1,9500,[우드랩]참나무 불멍 미니 마른 땔감 캠핑용 장작,
g_g002207,과자 음료수 물 과일,0,4,,대전 유성 홈플러스익스플러스,홈플러스 익스프레스,,,,,3,25000,,3020011500
g_g002222,간단한 음료.과자를 구입함,1,3,2068650913,이마트,경북 경산시 옥산로 227,경북 경산시 중산동 623,3313051,4729011000,2023-06-30 10:57,1,92660,크라운 과자 10개 골;롯데칠성 6+1캔 골라;아침에감귤;청정원 순창쌈장;오뚜기 옛날자른당면3,
g_g002232,버스 예매,1,2,1388128578,(주)동양고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-06-16 23:57,1,32200,버스표,
g_g002232,버스 예매,2,2,1048125831,(주)삼화고속,서울 중구 세종대로 135,서울 중구 태평로1가 61-1,2005001,1114010300,2023-06-24 15:13,1,32200,버스표 ,
g_g002233,숯 맥주 새우,1,2,1078163829,(주)코스트코 코리아,충남 천안시 서북구 3공단6로 77,충남 천안시 서북구 차암동 438,3250070,4413310600,2023-06-21 17:26,3,75230,통먹태포;해동흰다리새우;파울라너밀맥주;파이어폭스숯,
g_g002245,고기와 간식,0,10,,홈플러스,390-1,,,,,1,104060,,4122010200
g_g002258,캠핑용품,1,6,2138152063,(주)아성다이소,대전 동구 대전로 417,대전 동구 가오동 374-3,3010002,3011010500,2023-06-27 13:30,1,20500,어린이타투스티커;폭발방지부탄가스;원형손잡이접시;손잡이원형볼;캠핑(BG)멀티컵세트,
g_g002273,돼지고기. 과자류. 음료류. 생수. 쌈장 등등,1,4,5024015188,에코축산,전북 전주시 덕진구 세병로 134,전북 전주시 덕진구 송천동2가 1345,3351483,4511312200,2023-06-17 15:03,1,47800,암돼지목살(국내산),
g_g002273,돼지고기. 과자류. 음료류. 생수. 쌈장 등등,2,4,3584300769,CU,전북 전주시 덕진구 세병로 134,전북 전주시 덕진구 송천동2가 1345,3351483,4511312200,2023-06-17 00:00,1,3600,아이시스;,
g_g002273,돼지고기. 과자류. 음료류. 생수. 쌈장 등등,3,4,1831401053,듬뿍마트,전북 전주시 덕진구 세병로 174-12,전북 전주시 덕진구 송천동2가 1301-1,3351483,4511312200,2023-06-17 14:42,1,50520,재사용봉투20L;빅마시멜로우;누드초코빼빼로;튀김우동컵;클라우드캔,
g_g002416,음식,0,4,,동탄이마트,44,,,,,1,150000,,4159012800
g_g002438,커피,1,5,5588500656,(주)한남 여산(순천방향)휴게소,전북 익산시 여산면 호남고속도로 191,,1000012,4514039024,2023-06-30 20:58,1,18900,"부경)맛밤3,500;푸른)스타벅스카페라떼270;디에)비타500젤리;부경)베지밀비병;해태)자몽소다1,700",
g_g002441,빵,1,4,2780701557,브레드앤밀 위드커피,경기 화성시 동탄순환대로20길 13,경기 화성시 목동 477,4852378,4159013400,2023-06-30 15:23,1,34500,옥수수치즈식빵;크렌베리호두식빵;초코식빵;아메리카노(ICED),
g_g002460,간식,1,2,1124500279,대백마트,대구 서구 달서로 108,대구 서구 비산동 329-2,3143002,2717010200,2023-07-01 00:00,1,9290,펩시제로슈거;추억의먹거리(소라형);칠성사이다제로;롯데황금보리;백산수,
g_g002465,전북투어패스.전주난장입장권,0,2,,전주난장,33-20,,,,,1,63600,,4511110900
g_g002475,관광곤도라티켓,1,4,2078802039,에이치투오코리아 주식회사,서울 강남구 논현로98길 22,서울 강남구 역삼동 670-1,4166209,1168010100,2023-06-22 16:35,1,72000,A02.[주말/왕복]대인,
g_g002543,콘서트 입장권,1,2,4178206101,GS칼텍스예울마루,전남 여수시 예울마루로 100,전남 여수시 시전동 1002,3282088,4613013200,2023-04-26 23:48,1,27000,브런치콘서트 관람권,
g_g002552,음료,0,3,,세븐일레븐용산아이파크몰점,40-999,,,,,1,4400,,1117012800
g_g002554,백제문화단지 입장료,1,1,7398500798,백제문화단지,충남 부여군 규암면 백제문로 455,,3259079,4476031026,2023-06-17 19:49,3,7200,입장권 ,
g_g002565,커피,0,1,,스타벅스,시민대로 373,,,,,4,6900,,4117310200
g_g002570,캠핑장에서 먹을 음식,1,2,2208160348,홈플러스,대전 유성구 한밭대로 502,대전 유성구 봉명동 669,2010004,3020011100,2023-06-22 19:32,1,50030,오징어짬뽕소컵;지금한끼불고기김밥;미니새송이버섯;친환경_깻잎_봉;컷팅양배추(국산),
g_g002585,라면 과자 음료,1,3,8221501868,GS25,전북 전주시 덕진구 세병로 137,전북 전주시 덕진구 송천동2가 1307,3351483,4511312200,2023-06-23 19:47,1,29160,전주종량20L;김치왕뚜껑대컵;팔도왕뚜껑대컵;뿌셔뿌셔치킨맛;허니버터칩,
g_g002593,식사 (고기 쌈 버섯),1,4,2208160348,홈플러스,경기 남양주시 별내3로 64-7,,3197089,4136011100,2023-06-19 14:19,1,36850,모둠쌈(팩);산지그대로_팽이버섯;뿌리손질새송이버섯;보리먹인 돼지삼겹,
g_g002616,수박;복숭아;자두,0,2,,다드림마트,163-1,,,,,1,45000,,4137010200
g_g002620,우대갈비,1,1,2628602008,소소한형제,서울 성동구 청계천로10다길 14,서울 성동구 마장동 450-1,4109526,1120010500,2023-06-13 00:00,1,57500,[캠핑고기]우대갈비;배송비,
g_g002622,저녁 식사 물품,1,4,4941901865,CU,충남 보령시 머드로 157,충남 보령시 신흑동 2226-9,3252015,4418011000,2023-06-28 16:04,1,43400,미네랄워터;친환경봉투판매용;켈리P;복숭아제로아이스;포카리스웨트 캔,
g_g002622,저녁 식사 물품,2,4,3138200687,대천농협 해수욕장지점,충남 보령시 머드로 111,충남 보령시 신흑동 2271-1,3252015,4418011000,2023-06-28 15:49,1,50460,종이컵(수퍼);친환경위생접시;칠성사이다;순창궁발아콩양념쌈장;코카콜라,
g_g002624,컵라면;물등,0,3,,진로마트,1318,,,,,1,13230,,4127110300
g_g002658,롯데마트 장보기,0,4,,롯데마트 청량리점,588-1,,,,,1,73890,,1123010400
g_g002711,케이크,1,4,2580101361,뚜레쥬르,충북 충주시 염밭로 118,충북 충주시 안림동 1129-14,3238047,4313012200,2023-06-17 12:57,1,24000,블루베리 라벤더케이크,
g_g002719,의류(원피스 1; 반팔티 2); 과자(초코송이 24입),0,2,,이마트 트레이더스,고속철대로 133,,,,,1,63440,,4420025300
g_g002735,햄버거 음료,0,1,,고속터미널 노브랜드버거,19-4,,,,,1,10100,,1165010700
g_g002760,음료 상추 물 등,1,4,2248200499,원주신림농협하나로마트,강원특별자치도 원주시 신림면 제원로 1432,강원특별자치도 원주시 신림면 신림리 692-1,3239088,5113039021,2023-06-24 14:50,1,34070,롯데 아이시스;켈리(캔);해찬들 찍장 오리지널;얼려먹는 야구르트 샤인머스캣;마늘,
g_g002764,구명조끼,1,3,8708801143,(주)에스에스지닷컴,서울 강남구 테헤란로 231,서울 강남구 역삼동 676,3122010,1168010100,2023-06-13 10:50,1,33040,(BUFFALO) 프리미엄 블랙라벨 구명조끼,
g_g002764,구명조끼,2,3,8708801143,(주)에스에스지닷컴,서울 강남구 테헤란로 231,서울 강남구 역삼동 676,3122010,1168010100,2023-06-13 10:50,1,16320,프리미엄 블랙라벨 구명조끼,
g_g002793,기름,1,2,4031592358,배산주유소,전북 익산시 동서로 147,전북 익산시 모현동2가 24-3,3269008,4514011500,2023-07-07 10:05,1,50000,주유비 ,
g_g002811,고속버스승차권 왕복,1,1,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2023-06-16 10:34,1,24700,버스표,
g_g002811,고속버스승차권 왕복,2,1,8998702113,금호익스프레스(주),울산 남구 삼산로 288,,3170026,3114010600,2023-06-15 12:44,1,24700,버스표,
g_g002827,아쿠아플라넷,0,2,,아쿠아플라넷,전남여수이 오동도로61-11,,,,,5,40000,,4613010200
g_g002833,간식 빵,1,5,2231030260,썬베이커리,광주 북구 매곡로 36-4,광주 북구 매곡동 44-34,3162014,2917011700,2023-06-24 12:14,1,19500,햄치즈토스트;감자치즈깜파뉴;호밀 바게트;두부치아바타샐러드;수제불고기버거,
g_g002837,캠핑 음식,0,2,,주식회사컬리,테헤란로 113 18층,,,,,1,42700,,1168010100
g_g002838,식료품,0,8,,홈플러스,대전 유성구 한밭대로 502 홈플러스,,,,,1,105000,,3020011100
g_g002842,유아수영복,0,4,,로로샤 아동용 스테이 래쉬가드 + 워터레깅스 + 비치웨어 5부팬츠 세트 ;궁중비책썬크림썬크림,,,,,,1,40460,,1129010300
g_g002842,유아수영복,1,4,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-06-17 00:00,1,40460,궁중비책 프레시 선스틱;로로샤 아동용 스테이 래쉬가드+워터레깅스+비치웨어 5부팬츠 세트,
g_g002854,KTX티켓,1,4,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-06-01 07:41,3,117600,기차권,
g_g002854,KTX티켓,2,4,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-06-02 10:07,3,116800,기차표,
g_g002874,마트,1,5,7698701531,주식회사 오창할인마트,충북 청주시 청원구 오창읍 공항로 1033-23,,3236064,4311425331,2023-06-24 09:36,1,103310,바베큐태망 대;진로참이슬후레쉬(PET);코카콜라PET;농심-신라면 멀티;막창소스,
g_g002874,마트,2,5,1315000411,세븐일레븐,충북 청주시 청원구 오창읍 주성3길 1,충북 청주시 청원구 오창읍 주성리 325,4571748,4311425332,2023-06-24 09:46,1,13500,오비)버드와이저;K)레종블루,
g_g002891,소고기; 해산물,0,12,,이마트 춘천점,511,,,,,1,352000,,4211012100
g_g002903,먹거리,1,4,7188502033,(주)정감유통(사러가),인천 서구 가정로 369,인천 서구 신현동 272-1,3156005,2826010900,2023-06-30 20:33,1,20050,오리온)최고스낵기획 4번들;해태)구운감자;파채;청상추;한성)비바크부어스트,
g_g002933,음료수 2병과 과자 한봉지,1,2,6040400659,GS25,광주 서구 상무오월로 41-1,광주 서구 쌍촌동 1362-13,3160021,2914011800,2023-06-18 11:45,1,4200,자연은 말린복숭아;자연은 말린자몽;포카칩 양파,
g_g002949,김밥,1,4,3113500479,선비꼬마김밥,대전 유성구 원내로 41,대전 유성구 원내동 321-10,3167055,3020010100,2023-07-08 09:51,1,9000,꼬마김밥 5줄 ,
g_g002953,돼지고기 목살; 막창,0,4,,마켓컬리,탕정면로37 인터넷쇼핑,,,,,1,31740,,4420033000
g_g002955,헤레디움 입장권,1,1,1198212067,헤레디움,대전 동구 대전로 735,대전 동구 인동 74-1,3010002,3011010200,2023-06-21 11:00,1,0,입장권,
g_g002963,기차표,1,1,3148210024,한국철도공사 ,대전 동구 중앙로 240,,3164033,3011011300,2023-06-26 01:42,3,8100,기차표,
g_g002963,기차표,2,1,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-06-22 09:58,3,8100,기차표,
g_g002975,청풍호 모노레일 티켓,1,2,,청풍로프웨이(주),충북 제천시 청풍면 문화재길 166,충북 제천시 청풍면 물태리 98-2,4517348,4315032041,2023-06-19 00:00,1,36000,2023 청풍호 관광모노레일 이용권 ,
g_g003019,식품,1,10,3053356125,상록수마트,대전 동구 동대전로248번길 33,,4292176,3011011400,2023-07-09 00:00,1,84360,종이컵;웅진)요거사과+요거복;포스틱;해태)맛동산(실속업);농심)양파링,
g_g003043,패러글라이딩 체험,1,2,6765400760,단양페러글라이딩,충북 단양군 가곡면 두산길 196-54,충북 단양군 가곡면 사평리 246,4544141,4380032021,2023-06-03 00:00,1,170000,패러글랑딩 이용권,
g_g003058,사전티켓,1,1,,대전 이스포츠경기장,,,,,2023-04-02 00:00,1,3000,관람권,
g_g003059,음료 및 간식,1,2,3041029363,남제천마트,충북 제천시 금성면 청풍호로 1026,충북 제천시 금성면 구룡리 466-48,3239070,4315031021,2023-06-25 08:22,1,14000,행사상품;포카칩 ,
g_g003059,음료 및 간식,2,2,3041029363,남제천마트,충북 제천시 금성면 청풍호로 1026,충북 제천시 금성면 구룡리 466-48,3239070,4315031021,2023-06-25 08:23,1,4000,곰표떡밥,
g_g003059,음료 및 간식,3,2,3049035907,코사마트정육(제천금성),충북 제천시 금성면 청풍호로 1023,충북 제천시 금성면 구룡리 436-26,3239070,4315031021,2023-06-25 08:26,1,4000,,
g_g003065,홍삼정,0,1,,정관장 신세계백화점 강남점,19-3,,,,,1,316000,,1165010700
g_g003067,숙박,0,1,,순천노블호텔,152-15,,,,,1,45000,,4615011100
g_g003086,소고기; 초장; 술; 맥주; 칠리새우; 옥수수콘; 치즈; 물,0,2,,이마트 둔산점,959-2,,,,,1,62060,,3017011200
g_g003090,자동차 주유,1,2,7558502240,제이에너지(주)남이주유소,충북 청주시 서원구 남이면 청남로 1625-3,충북 청주시 서원구 남이면 가좌리 68,3236067,4311231036,2023-06-22 06:51,1,61960,주유비,
g_g003101,아이스 아메리카노,0,1,,더리터 논산시청점,충남 논산시 시민로 194번길 28,,,,,3,2000,,4423010900
g_g003104,리조트숙박 사전예약,0,3,,부여리조트,백제문로 400,,,,,1,195960,,4476031000
g_g003121,버스표,1,1,,(주)대원고속,경기 광주시 광주대로 171,경기 광주시 송정동 221,2211001,4161010300,2023-06-28 08:53,1,8700,버스비,
g_g003130,장보기 저녁식사 점심 커피,1,10,3462301525,기대만족,세종특별자치시 도움1로 105,세종특별자치시 종촌동 690,3258080,3611011100,2023-06-25 19:01,1,38000,,
g_g003130,장보기 저녁식사 점심 커피,2,10,8570402872,청년다방,세종특별자치시 달빛로 43,세종특별자치시 종촌동 668,3258103,3611011100,2023-06-25 18:55,1,25000,(배)로제쿨다방세트,
g_g003130,장보기 저녁식사 점심 커피,3,10,3678501840,하나로마트,세종특별자치시 도움1로 108,세종특별자치시 종촌동 673,3258080,3611011100,2023-06-25 15:13,1,34950,롯데)비스킷기획6번들;흑수박/공주;코카콜라;코크미닛메이드오렌지;제주삼다수,
g_g003130,장보기 저녁식사 점심 커피,4,10,2610202096,메가커피,세종특별자치시 도움1로 106,세종특별자치시 종촌동 672,3258080,3611011100,2023-06-25 15:23,1,11400,[포장](ICE)카페라떼;[포장](ICE)흑당버블밀크티라떼,
g_g003130,장보기 저녁식사 점심 커피,5,10,5277500240,더 빠스타스 스튜디오,세종특별자치시 달빛로 43,세종특별자치시 종촌동 668,3258103,3611011100,2023-06-25 14:35,1,85900,알리올리오;까르보나라;명란로제빠네;비프머쉬룸리조또;마르게리타;스프라이트,
g_g003177,마트 고기,0,8,,마트,마트,,,,,1,240540,,1174010500
g_g003192,도시락,1,2,,한솥도시락,,,,,2023-06-24 10:22,1,10500,(BEST)스팸 김치볶음밥;(추천)반찬 치킨(5개),
g_g003193,패러글라이딩 네이버 결제(추후 가게에서 추가금액  한 번 더 결제함),1,1,5638802448,(주)패러이야기,충북 단양군 가곡면 두산길 188,충북 단양군 가곡면 사평리 234-2,4544141,4380032021,2023-06-27 11:25,1,88720,단양 패러글라이딩 패러 이용 예약 체험 티켓,
g_g003202,양갈비 새우 빵 과일,1,5,1078163829,(주)코스트코 코리아,경기 용인시 기흥구 탑실로 38,경기 용인시 기흥구 공세동 734-1,3204075,4146310700,2023-07-01 10:33,1,294040,해동흰다리새우;프리미엄회덮밥;호주산양고기갈비;델몬트 바나나;미국산체리,
g_g003210,주유,0,2,,유한회사대성주유소,127-114,,,,,1,50000,,4611010400
g_g003224,바베큐용 고기; 쌈채소; 음료; 주류; 간식,0,2,,조은고기판매장; 와이파트 각화군왕로점,323-7,,,,,1,29610,,2917011300
g_g003235,시외버스 승차권,0,2,,티머니,354-1 천안고속터미널,,,,,1,11400,,4413111800
g_g003243,차량 가스충전,1,2,6303001199,새만금충전소,전북 군산시 월명로 112,전북 군산시 지곡동 2-6,3268088,4513014300,2023-06-20 16:04,1,29960,주유비,
g_g003246,연극티켓,1,2,,ROM 뮤지컬컴퍼니,,,,,,1,30000,관람권,
g_g003246,연극티켓,2,2,,황금거위(대전),,,,,2023-06-25 12:00,1,30000,관람권,
g_g003290,주유,1,4,7808200117,강내농협주유소,충북 청주시 흥덕구 강내면 가로수로 570,,3014012,4311331034,2023-06-25 12:03,1,40000,주유비,
g_g003320,귤,0,2,,영암마트,금봉로,,,,,3,8000,,2920010900
g_g003329,편의점에서 컵라면;삼각김밥;햇반,0,4,,지에스25(독산쌈지),독산로80길13 지상1층,,,,,3,20100,,1154510200
g_g003352,해물탕 재료,1,1,2208160348,홈플러스,충남 천안시 동남구 신촌1길 23,충남 천안시 동남구 신방동 784-9,4547457,4413111600,2023-07-01 21:30,1,17990,연안식당해물탕,
g_g003359,숙소에서 먹을 음식,0,2,,트레이더스,1760,,,,,1,200000,,4420025331
g_g003369,광주 비엔날레 전시 티켓,0,2,,광주 비엔날레,1022-3,,,,,1,26000,,2917010700
g_g003376,영양바 . 복숭아아이스티2,0,2,,영암마트,금봉로,,,,,1,11900,,2920010900
g_g003398,저녁을 위한 먹거리,1,6,2208160348,홈플러스,전북 김제시 금성로 114,전북 김제시 검산동 838,3272008,4521010400,2023-07-07 22:42,1,109910,무라벨맑은샘물;빙그레피자치즈;하이트진로_참이슬_3;홈플뻥이요오리지널;소주컵,
